date,shift,mine_id,equipment_id,equipment_type,event_type,hours_in_shift,provenance
2024-03-04,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,1.401,SYNTHETIC
2024-03-05,B,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,1.742,SYNTHETIC
2024-03-06,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,1.806,SYNTHETIC
2024-03-06,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,3.237,SYNTHETIC
2024-03-06,A,SYN_MINE_01,SYN_TRUCK_006,dumper,PREVENTIVE_MAINTENANCE,5.02,SYNTHETIC
2024-03-07,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,3.912,SYNTHETIC
2024-03-07,A,SYN_MINE_01,SYN_TRUCK_004,dumper,PREVENTIVE_MAINTENANCE,5.763,SYNTHETIC
2024-03-07,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,0.618,SYNTHETIC
2024-03-07,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.067,SYNTHETIC
2024-03-08,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.303,SYNTHETIC
2024-03-08,A,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,2.927,SYNTHETIC
2024-03-08,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,1.775,SYNTHETIC
2024-03-08,C,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,0.072,SYNTHETIC
2024-03-09,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,5.209,SYNTHETIC
2024-03-09,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,0.445,SYNTHETIC
2024-03-09,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,3.952,SYNTHETIC
2024-03-09,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,6.888,SYNTHETIC
2024-03-10,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.113,SYNTHETIC
2024-03-10,A,SYN_MINE_01,SYN_EXC_001,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-03-10,A,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.264,SYNTHETIC
2024-03-10,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.946,SYNTHETIC
2024-03-11,C,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,2.121,SYNTHETIC
2024-03-11,A,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,5.151,SYNTHETIC
2024-03-11,B,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,1.758,SYNTHETIC
2024-03-11,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,0.95,SYNTHETIC
2024-03-12,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,5.616,SYNTHETIC
2024-03-12,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.265,SYNTHETIC
2024-03-12,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,3.289,SYNTHETIC
2024-03-12,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,6.014,SYNTHETIC
2024-03-12,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,3.181,SYNTHETIC
2024-03-12,C,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,5.69,SYNTHETIC
2024-03-13,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,5.955,SYNTHETIC
2024-03-13,A,SYN_MINE_01,SYN_TRUCK_009,dumper,PREVENTIVE_MAINTENANCE,4.944,SYNTHETIC
2024-03-13,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,1.024,SYNTHETIC
2024-03-13,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,1.827,SYNTHETIC
2024-03-14,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,0.2,SYNTHETIC
2024-03-14,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,2.539,SYNTHETIC
2024-03-14,A,SYN_MINE_01,SYN_TRUCK_012,dumper,PREVENTIVE_MAINTENANCE,6.298,SYNTHETIC
2024-03-14,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,6.135,SYNTHETIC
2024-03-15,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.258,SYNTHETIC
2024-03-15,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,3.621,SYNTHETIC
2024-03-16,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,3.782,SYNTHETIC
2024-03-17,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.192,SYNTHETIC
2024-03-17,A,SYN_MINE_01,SYN_EXC_002,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-03-17,A,SYN_MINE_01,SYN_TRUCK_002,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-03-17,B,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,5.222,SYNTHETIC
2024-03-17,A,SYN_MINE_01,SYN_TRUCK_008,dumper,PREVENTIVE_MAINTENANCE,4.56,SYNTHETIC
2024-03-18,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.229,SYNTHETIC
2024-03-18,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,4.987,SYNTHETIC
2024-03-18,A,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.844,SYNTHETIC
2024-03-18,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.997,SYNTHETIC
2024-03-18,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,2.847,SYNTHETIC
2024-03-18,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,0.51,SYNTHETIC
2024-03-19,B,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,1.401,SYNTHETIC
2024-03-19,A,SYN_MINE_01,SYN_TRUCK_003,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-03-19,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,1.511,SYNTHETIC
2024-03-19,C,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,1.97,SYNTHETIC
2024-03-20,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,0.959,SYNTHETIC
2024-03-20,C,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,1.075,SYNTHETIC
2024-03-20,A,SYN_MINE_01,SYN_TRUCK_013,dumper,PREVENTIVE_MAINTENANCE,6.147,SYNTHETIC
2024-03-21,A,SYN_MINE_01,SYN_TRUCK_001,dumper,PREVENTIVE_MAINTENANCE,5.775,SYNTHETIC
2024-03-21,A,SYN_MINE_01,SYN_TRUCK_005,dumper,PREVENTIVE_MAINTENANCE,4.122,SYNTHETIC
2024-03-21,A,SYN_MINE_01,SYN_TRUCK_007,dumper,PREVENTIVE_MAINTENANCE,5.155,SYNTHETIC
2024-03-21,C,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,1.983,SYNTHETIC
2024-03-21,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,1.384,SYNTHETIC
2024-03-22,B,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,0.151,SYNTHETIC
2024-03-22,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,4.598,SYNTHETIC
2024-03-22,A,SYN_MINE_01,SYN_TRUCK_011,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-03-22,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,4.582,SYNTHETIC
2024-03-23,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.999,SYNTHETIC
2024-03-23,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.979,SYNTHETIC
2024-03-23,A,SYN_MINE_01,SYN_TRUCK_010,dumper,PREVENTIVE_MAINTENANCE,5.946,SYNTHETIC
2024-03-24,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,5.156,SYNTHETIC
2024-03-24,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,4.441,SYNTHETIC
2024-03-24,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,5.136,SYNTHETIC
2024-03-24,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,0.726,SYNTHETIC
2024-03-25,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.893,SYNTHETIC
2024-03-25,C,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,0.956,SYNTHETIC
2024-03-25,A,SYN_MINE_01,SYN_TRUCK_006,dumper,PREVENTIVE_MAINTENANCE,4.785,SYNTHETIC
2024-03-25,C,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,1.557,SYNTHETIC
2024-03-26,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.722,SYNTHETIC
2024-03-26,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,1.001,SYNTHETIC
2024-03-27,A,SYN_MINE_01,SYN_EXC_001,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-03-27,A,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.194,SYNTHETIC
2024-03-27,A,SYN_MINE_01,SYN_TRUCK_004,dumper,PREVENTIVE_MAINTENANCE,6.909,SYNTHETIC
2024-03-28,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,0.08,SYNTHETIC
2024-03-28,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,4.255,SYNTHETIC
2024-03-28,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,3.711,SYNTHETIC
2024-03-28,A,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,2.263,SYNTHETIC
2024-03-28,C,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,3.512,SYNTHETIC
2024-03-28,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,4.477,SYNTHETIC
2024-03-29,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,3.224,SYNTHETIC
2024-03-29,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,4.974,SYNTHETIC
2024-03-29,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,4.534,SYNTHETIC
2024-03-29,B,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,2.271,SYNTHETIC
2024-03-29,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,3.438,SYNTHETIC
2024-03-30,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,3.679,SYNTHETIC
2024-03-30,A,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,3.325,SYNTHETIC
2024-03-30,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,5.12,SYNTHETIC
2024-03-30,C,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,2.471,SYNTHETIC
2024-03-30,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.499,SYNTHETIC
2024-03-31,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.948,SYNTHETIC
2024-03-31,B,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.204,SYNTHETIC
2024-03-31,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.837,SYNTHETIC
2024-03-31,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,2.172,SYNTHETIC
2024-04-01,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.875,SYNTHETIC
2024-04-01,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,1.052,SYNTHETIC
2024-04-01,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,5.857,SYNTHETIC
2024-04-02,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,5.938,SYNTHETIC
2024-04-02,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,5.418,SYNTHETIC
2024-04-02,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,1.394,SYNTHETIC
2024-04-02,A,SYN_MINE_01,SYN_TRUCK_009,dumper,PREVENTIVE_MAINTENANCE,4.431,SYNTHETIC
2024-04-02,A,SYN_MINE_01,SYN_TRUCK_012,dumper,PREVENTIVE_MAINTENANCE,5.2,SYNTHETIC
2024-04-02,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.322,SYNTHETIC
2024-04-03,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.863,SYNTHETIC
2024-04-03,A,SYN_MINE_01,SYN_EXC_002,excavator,PREVENTIVE_MAINTENANCE,6.232,SYNTHETIC
2024-04-03,A,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,0.939,SYNTHETIC
2024-04-04,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,4.2,SYNTHETIC
2024-04-04,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.544,SYNTHETIC
2024-04-04,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,3.209,SYNTHETIC
2024-04-04,C,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,2.697,SYNTHETIC
2024-04-04,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,6.65,SYNTHETIC
2024-04-04,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,3.962,SYNTHETIC
2024-04-04,C,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,4.098,SYNTHETIC
2024-04-05,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,4.175,SYNTHETIC
2024-04-05,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,3.925,SYNTHETIC
2024-04-05,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,3.71,SYNTHETIC
2024-04-06,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,5.097,SYNTHETIC
2024-04-06,B,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,2.009,SYNTHETIC
2024-04-06,B,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,3.212,SYNTHETIC
2024-04-06,A,SYN_MINE_01,SYN_TRUCK_008,dumper,PREVENTIVE_MAINTENANCE,6.716,SYNTHETIC
2024-04-07,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,3.738,SYNTHETIC
2024-04-07,A,SYN_MINE_01,SYN_TRUCK_002,dumper,PREVENTIVE_MAINTENANCE,5.161,SYNTHETIC
2024-04-07,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,5.706,SYNTHETIC
2024-04-07,C,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,3.224,SYNTHETIC
2024-04-07,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,4.351,SYNTHETIC
2024-04-08,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,1.178,SYNTHETIC
2024-04-08,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,4.029,SYNTHETIC
2024-04-08,B,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,2.44,SYNTHETIC
2024-04-08,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,1.673,SYNTHETIC
2024-04-09,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.5,SYNTHETIC
2024-04-09,A,SYN_MINE_01,SYN_TRUCK_003,dumper,PREVENTIVE_MAINTENANCE,4.946,SYNTHETIC
2024-04-09,B,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,6.625,SYNTHETIC
2024-04-10,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,4.704,SYNTHETIC
2024-04-10,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,3.547,SYNTHETIC
2024-04-10,A,SYN_MINE_01,SYN_TRUCK_005,dumper,PREVENTIVE_MAINTENANCE,6.321,SYNTHETIC
2024-04-10,A,SYN_MINE_01,SYN_TRUCK_007,dumper,PREVENTIVE_MAINTENANCE,4.671,SYNTHETIC
2024-04-10,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,2.501,SYNTHETIC
2024-04-10,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,2.364,SYNTHETIC
2024-04-11,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,1.651,SYNTHETIC
2024-04-11,A,SYN_MINE_01,SYN_TRUCK_001,dumper,PREVENTIVE_MAINTENANCE,4.502,SYNTHETIC
2024-04-11,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,3.94,SYNTHETIC
2024-04-11,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,0.739,SYNTHETIC
2024-04-11,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,3.614,SYNTHETIC
2024-04-11,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,6.48,SYNTHETIC
2024-04-11,A,SYN_MINE_01,SYN_TRUCK_011,dumper,PREVENTIVE_MAINTENANCE,6.644,SYNTHETIC
2024-04-11,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.101,SYNTHETIC
2024-04-12,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.804,SYNTHETIC
2024-04-12,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,1.022,SYNTHETIC
2024-04-12,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,1.569,SYNTHETIC
2024-04-12,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,2.727,SYNTHETIC
2024-04-12,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,1.861,SYNTHETIC
2024-04-13,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,3.11,SYNTHETIC
2024-04-13,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,6.271,SYNTHETIC
2024-04-13,B,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.439,SYNTHETIC
2024-04-13,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,4.51,SYNTHETIC
2024-04-13,B,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,6.549,SYNTHETIC
2024-04-13,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,1.151,SYNTHETIC
2024-04-13,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,2.043,SYNTHETIC
2024-04-14,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.03,SYNTHETIC
2024-04-14,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,3.114,SYNTHETIC
2024-04-14,A,SYN_MINE_01,SYN_TRUCK_006,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-04-14,A,SYN_MINE_01,SYN_TRUCK_010,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-04-14,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,0.648,SYNTHETIC
2024-04-14,A,SYN_MINE_01,SYN_TRUCK_013,dumper,PREVENTIVE_MAINTENANCE,6.552,SYNTHETIC
2024-04-15,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.23,SYNTHETIC
2024-04-15,A,SYN_MINE_01,SYN_EXC_001,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-04-15,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.415,SYNTHETIC
2024-04-15,C,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,2.293,SYNTHETIC
2024-04-15,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,2.333,SYNTHETIC
2024-04-15,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,4.325,SYNTHETIC
2024-04-15,C,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,3.875,SYNTHETIC
2024-04-15,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,0.722,SYNTHETIC
2024-04-16,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,5.975,SYNTHETIC
2024-04-16,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.61,SYNTHETIC
2024-04-16,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.808,SYNTHETIC
2024-04-16,B,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,1.338,SYNTHETIC
2024-04-16,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,5.25,SYNTHETIC
2024-04-17,ALL,SYN_MINE_01,SITE,site,EXPLOSIVE_SUPPLY_EPISODE_START,0.0,SYNTHETIC
2024-04-17,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,0.205,SYNTHETIC
2024-04-17,A,SYN_MINE_01,SYN_TRUCK_004,dumper,PREVENTIVE_MAINTENANCE,5.259,SYNTHETIC
2024-04-17,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,0.755,SYNTHETIC
2024-04-18,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,5.476,SYNTHETIC
2024-04-18,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,5.357,SYNTHETIC
2024-04-18,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,4.642,SYNTHETIC
2024-04-18,B,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,0.476,SYNTHETIC
2024-04-18,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,1.366,SYNTHETIC
2024-04-19,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.873,SYNTHETIC
2024-04-19,A,SYN_MINE_01,SYN_EXC_002,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2024-04-20,ALL,SYN_MINE_01,SITE,site,POWER_OUTAGE,3.12,SYNTHETIC
2024-04-20,B,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,2.379,SYNTHETIC
2024-04-20,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,0.973,SYNTHETIC
2024-04-20,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.29,SYNTHETIC
2024-04-21,C,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,1.673,SYNTHETIC
2024-04-22,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,4.567,SYNTHETIC
2024-04-22,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,2.132,SYNTHETIC
2024-04-22,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,1.505,SYNTHETIC
2024-04-22,A,SYN_MINE_01,SYN_TRUCK_009,dumper,PREVENTIVE_MAINTENANCE,5.553,SYNTHETIC
2024-04-22,A,SYN_MINE_01,SYN_TRUCK_012,dumper,PREVENTIVE_MAINTENANCE,4.008,SYNTHETIC
2024-04-23,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,5.974,SYNTHETIC
2024-04-23,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,1.54,SYNTHETIC
2024-04-23,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,0.708,SYNTHETIC
2024-04-24,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,5.273,SYNTHETIC
2024-04-24,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,1.227,SYNTHETIC
2024-04-25,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,5.339,SYNTHETIC
2024-04-25,C,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,3.137,SYNTHETIC
2024-04-26,A,SYN_MINE_01,SYN_TRUCK_002,dumper,PREVENTIVE_MAINTENANCE,5.805,SYNTHETIC
2024-04-26,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,4.204,SYNTHETIC
2024-04-26,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,1.939,SYNTHETIC
2024-04-26,A,SYN_MINE_01,SYN_TRUCK_008,dumper,PREVENTIVE_MAINTENANCE,5.453,SYNTHETIC
2024-04-26,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,3.237,SYNTHETIC
2024-04-27,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,0.71,SYNTHETIC
2024-04-27,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.73,SYNTHETIC
2024-04-27,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,4.355,SYNTHETIC
2024-04-28,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,4.018,SYNTHETIC
2024-04-28,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.039,SYNTHETIC
2024-04-29,ALL,SYN_MINE_01,SITE,site,POWER_OUTAGE,5.0,SYNTHETIC
2024-04-29,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,4.181,SYNTHETIC
2024-04-29,C,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,2.602,SYNTHETIC
2024-04-29,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.457,SYNTHETIC
2024-04-30,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.208,SYNTHETIC
2024-04-30,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,0.808,SYNTHETIC
2024-05-01,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.422,SYNTHETIC
2024-05-01,A,SYN_MINE_01,SYN_TRUCK_003,dumper,PREVENTIVE_MAINTENANCE,6.749,SYNTHETIC
2024-05-01,A,SYN_MINE_01,SYN_TRUCK_005,dumper,PREVENTIVE_MAINTENANCE,6.279,SYNTHETIC
2024-05-01,A,SYN_MINE_01,SYN_TRUCK_007,dumper,PREVENTIVE_MAINTENANCE,4.486,SYNTHETIC
2024-05-01,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,1.224,SYNTHETIC
2024-05-01,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,6.437,SYNTHETIC
