scenario_id,mine_id,start_date,duration_days,disruption_type,severity_production_loss_pct,affected_equipment,availability_change,haulage_delay_change_h,blast_delay_change_h,drill_delay_change_h,truck_change,rainfall_7d_mm,weather_state,production_impact_t,provenance
SIM_2022-06-10_COMBINED_DISRUPTION,SYN_MINE_01,2022-06-10,7,COMBINED_DISRUPTION,24.32,site-wide,-0.057,3.077,-0.175,1.418,-2.25,148.0,HEAVY_RAIN (IMD p95 7-day),-2477.8,SIMULATED
SIM_2022-06-24_NORMAL,SYN_MINE_01,2022-06-24,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,45.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-06-24_HEAVY_RAIN,SYN_MINE_01,2022-06-24,7,HEAVY_RAIN,7.54,site / dumpers,0.0,1.066,-0.02,1.135,0.0,151.2,HEAVY_RAIN (IMD p95 7-day),-734.0,SIMULATED
SIM_2022-06-24_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-06-24,7,EQUIPMENT_DEGRADATION,31.13,"excavators, dumpers",-0.2195,0.875,-0.05,0.551,-2.33,45.5,OBSERVED WEEK (IMD/ERA5),-3030.7,SIMULATED
SIM_2022-06-24_BLAST_DELAY,SYN_MINE_01,2022-06-24,7,BLAST_DELAY,19.87,blasting / excavators,0.0,0.0,2.725,0.0,0.0,45.5,OBSERVED WEEK (IMD/ERA5),-1934.6,SIMULATED
SIM_2022-06-24_DRILL_DELAY,SYN_MINE_01,2022-06-24,7,DRILL_DELAY,4.55,drills,-0.0748,-0.142,-0.071,1.279,-0.18,45.5,OBSERVED WEEK (IMD/ERA5),-442.9,SIMULATED
SIM_2022-06-24_HAULAGE_DISRUPTION,SYN_MINE_01,2022-06-24,7,HAULAGE_DISRUPTION,42.37,dumpers / haul road,0.0106,6.628,-0.122,0.246,-3.47,45.5,OBSERVED WEEK (IMD/ERA5),-4125.7,SIMULATED
SIM_2022-06-24_COMBINED_DISRUPTION,SYN_MINE_01,2022-06-24,7,COMBINED_DISRUPTION,40.03,site-wide,-0.2195,1.448,0.617,1.602,-2.33,151.2,HEAVY_RAIN (IMD p95 7-day),-3898.0,SIMULATED
SIM_2022-07-08_NORMAL,SYN_MINE_01,2022-07-08,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,226.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-07-08_HEAVY_RAIN,SYN_MINE_01,2022-07-08,7,HEAVY_RAIN,1.36,site / dumpers,0.0,0.166,-0.005,0.399,0.0,256.1,HEAVY_RAIN (IMD p95 7-day),-111.2,SIMULATED
SIM_2022-07-08_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-07-08,7,EQUIPMENT_DEGRADATION,20.45,"excavators, dumpers",-0.1585,-0.023,-0.127,0.372,-1.93,226.3,OBSERVED WEEK (IMD/ERA5),-1670.6,SIMULATED
SIM_2022-07-08_BLAST_DELAY,SYN_MINE_01,2022-07-08,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,226.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-07-08_DRILL_DELAY,SYN_MINE_01,2022-07-08,7,DRILL_DELAY,2.7,drills,-0.0178,0.158,-0.081,1.552,-0.32,226.3,OBSERVED WEEK (IMD/ERA5),-220.7,SIMULATED
SIM_2022-07-08_HAULAGE_DISRUPTION,SYN_MINE_01,2022-07-08,7,HAULAGE_DISRUPTION,56.58,dumpers / haul road,-0.0641,5.084,-0.159,0.895,-3.77,226.3,OBSERVED WEEK (IMD/ERA5),-4623.1,SIMULATED
SIM_2022-07-08_COMBINED_DISRUPTION,SYN_MINE_01,2022-07-08,7,COMBINED_DISRUPTION,32.13,site-wide,-0.1585,0.108,1.083,0.816,-1.93,256.1,HEAVY_RAIN (IMD p95 7-day),-2625.2,SIMULATED
SIM_2022-07-22_NORMAL,SYN_MINE_01,2022-07-22,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,59.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-07-22_HEAVY_RAIN,SYN_MINE_01,2022-07-22,7,HEAVY_RAIN,3.43,site / dumpers,0.0,0.459,-0.009,1.355,0.0,148.0,HEAVY_RAIN (IMD p95 7-day),-312.9,SIMULATED
SIM_2022-07-22_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-07-22,7,EQUIPMENT_DEGRADATION,18.1,"excavators, dumpers",-0.1504,-0.162,-0.101,-0.663,-1.78,59.0,OBSERVED WEEK (IMD/ERA5),-1653.3,SIMULATED
SIM_2022-07-22_BLAST_DELAY,SYN_MINE_01,2022-07-22,7,BLAST_DELAY,8.99,blasting / excavators,0.0,0.0,1.128,0.0,0.0,59.0,OBSERVED WEEK (IMD/ERA5),-821.3,SIMULATED
SIM_2022-07-22_DRILL_DELAY,SYN_MINE_01,2022-07-22,7,DRILL_DELAY,6.11,drills,-0.1046,-0.937,0.03,1.459,-0.07,59.0,OBSERVED WEEK (IMD/ERA5),-557.8,SIMULATED
SIM_2022-07-22_HAULAGE_DISRUPTION,SYN_MINE_01,2022-07-22,7,HAULAGE_DISRUPTION,43.13,dumpers / haul road,0.024,6.603,-0.211,-0.575,-3.65,59.0,OBSERVED WEEK (IMD/ERA5),-3939.8,SIMULATED
SIM_2022-07-22_COMBINED_DISRUPTION,SYN_MINE_01,2022-07-22,7,COMBINED_DISRUPTION,27.38,site-wide,-0.1504,0.09,0.849,0.858,-1.78,148.0,HEAVY_RAIN (IMD p95 7-day),-2501.0,SIMULATED
SIM_2022-08-05_NORMAL,SYN_MINE_01,2022-08-05,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,174.6,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-08-05_HEAVY_RAIN,SYN_MINE_01,2022-08-05,7,HEAVY_RAIN,1.3,site / dumpers,0.0,0.149,-0.001,0.6,0.0,220.9,HEAVY_RAIN (IMD p95 7-day),-103.1,SIMULATED
SIM_2022-08-05_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-08-05,7,EQUIPMENT_DEGRADATION,13.04,"excavators, dumpers",-0.0348,0.978,-0.084,-0.304,-2.07,174.6,OBSERVED WEEK (IMD/ERA5),-1033.2,SIMULATED
SIM_2022-08-05_BLAST_DELAY,SYN_MINE_01,2022-08-05,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,174.6,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-08-05_DRILL_DELAY,SYN_MINE_01,2022-08-05,7,DRILL_DELAY,12.79,drills,-0.0572,0.327,0.009,1.161,-0.16,174.6,OBSERVED WEEK (IMD/ERA5),-1013.6,SIMULATED
SIM_2022-08-05_HAULAGE_DISRUPTION,SYN_MINE_01,2022-08-05,7,HAULAGE_DISRUPTION,42.03,dumpers / haul road,0.0955,6.843,-0.108,-0.151,-4.04,174.6,OBSERVED WEEK (IMD/ERA5),-3330.4,SIMULATED
SIM_2022-08-05_COMBINED_DISRUPTION,SYN_MINE_01,2022-08-05,7,COMBINED_DISRUPTION,27.55,site-wide,-0.0348,1.094,1.427,0.387,-2.07,220.9,HEAVY_RAIN (IMD p95 7-day),-2183.2,SIMULATED
SIM_2022-08-19_NORMAL,SYN_MINE_01,2022-08-19,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,33.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-08-19_HEAVY_RAIN,SYN_MINE_01,2022-08-19,7,HEAVY_RAIN,3.57,site / dumpers,0.0,0.442,-0.01,1.408,0.0,148.0,HEAVY_RAIN (IMD p95 7-day),-301.3,SIMULATED
SIM_2022-08-19_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-08-19,7,EQUIPMENT_DEGRADATION,13.86,"excavators, dumpers",-0.0148,0.917,0.062,-0.119,-2.08,33.5,OBSERVED WEEK (IMD/ERA5),-1169.8,SIMULATED
SIM_2022-08-19_BLAST_DELAY,SYN_MINE_01,2022-08-19,7,BLAST_DELAY,1.49,blasting / excavators,0.0,0.0,0.183,0.0,0.0,33.5,OBSERVED WEEK (IMD/ERA5),-125.6,SIMULATED
SIM_2022-08-19_DRILL_DELAY,SYN_MINE_01,2022-08-19,7,DRILL_DELAY,-0.12,drills,0.0242,-0.15,-0.075,2.334,0.38,33.5,OBSERVED WEEK (IMD/ERA5),10.3,SIMULATED
SIM_2022-08-19_HAULAGE_DISRUPTION,SYN_MINE_01,2022-08-19,7,HAULAGE_DISRUPTION,41.49,dumpers / haul road,0.1021,6.645,-0.102,-0.2,-3.42,33.5,OBSERVED WEEK (IMD/ERA5),-3501.4,SIMULATED
SIM_2022-08-19_COMBINED_DISRUPTION,SYN_MINE_01,2022-08-19,7,COMBINED_DISRUPTION,43.12,site-wide,-0.0148,1.329,3.187,1.318,-2.08,148.0,HEAVY_RAIN (IMD p95 7-day),-3639.3,SIMULATED
SIM_2022-09-02_NORMAL,SYN_MINE_01,2022-09-02,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,54.8,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-09-02_HEAVY_RAIN,SYN_MINE_01,2022-09-02,7,HEAVY_RAIN,6.22,site / dumpers,0.0,0.803,-0.011,1.212,0.0,157.0,HEAVY_RAIN (IMD p95 7-day),-552.1,SIMULATED
SIM_2022-09-02_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-09-02,7,EQUIPMENT_DEGRADATION,11.3,"excavators, dumpers",-0.0419,0.457,0.034,0.461,-1.75,54.8,OBSERVED WEEK (IMD/ERA5),-1003.6,SIMULATED
SIM_2022-09-02_BLAST_DELAY,SYN_MINE_01,2022-09-02,7,BLAST_DELAY,27.9,blasting / excavators,0.0,0.0,3.528,0.0,0.0,54.8,OBSERVED WEEK (IMD/ERA5),-2477.5,SIMULATED
SIM_2022-09-02_DRILL_DELAY,SYN_MINE_01,2022-09-02,7,DRILL_DELAY,-6.86,drills,0.0302,-0.384,-0.037,1.929,0.39,54.8,OBSERVED WEEK (IMD/ERA5),608.9,SIMULATED
SIM_2022-09-02_HAULAGE_DISRUPTION,SYN_MINE_01,2022-09-02,7,HAULAGE_DISRUPTION,44.92,dumpers / haul road,0.0541,6.318,-0.076,0.776,-3.34,54.8,OBSERVED WEEK (IMD/ERA5),-3989.4,SIMULATED
SIM_2022-09-02_COMBINED_DISRUPTION,SYN_MINE_01,2022-09-02,7,COMBINED_DISRUPTION,15.86,site-wide,-0.0419,1.055,0.017,1.618,-1.75,157.0,HEAVY_RAIN (IMD p95 7-day),-1408.0,SIMULATED
SIM_2022-09-16_NORMAL,SYN_MINE_01,2022-09-16,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,178.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-09-16_HEAVY_RAIN,SYN_MINE_01,2022-09-16,7,HEAVY_RAIN,2.83,site / dumpers,0.0,0.345,-0.005,0.853,0.0,245.4,HEAVY_RAIN (IMD p95 7-day),-234.4,SIMULATED
SIM_2022-09-16_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-09-16,7,EQUIPMENT_DEGRADATION,16.09,"excavators, dumpers",-0.0739,0.958,-0.008,-0.234,-2.06,178.3,OBSERVED WEEK (IMD/ERA5),-1330.7,SIMULATED
SIM_2022-09-16_BLAST_DELAY,SYN_MINE_01,2022-09-16,7,BLAST_DELAY,28.27,blasting / excavators,0.0,0.0,3.345,0.0,0.0,178.3,OBSERVED WEEK (IMD/ERA5),-2337.5,SIMULATED
SIM_2022-09-16_DRILL_DELAY,SYN_MINE_01,2022-09-16,7,DRILL_DELAY,4.5,drills,0.1011,1.665,0.092,1.542,-0.24,178.3,OBSERVED WEEK (IMD/ERA5),-372.2,SIMULATED
SIM_2022-09-16_HAULAGE_DISRUPTION,SYN_MINE_01,2022-09-16,7,HAULAGE_DISRUPTION,47.0,dumpers / haul road,0.0649,6.68,-0.069,-0.001,-3.72,178.3,OBSERVED WEEK (IMD/ERA5),-3886.5,SIMULATED
SIM_2022-09-16_COMBINED_DISRUPTION,SYN_MINE_01,2022-09-16,7,COMBINED_DISRUPTION,18.89,site-wide,-0.0739,1.295,-0.013,0.59,-2.06,245.4,HEAVY_RAIN (IMD p95 7-day),-1561.8,SIMULATED
SIM_2022-09-30_NORMAL,SYN_MINE_01,2022-09-30,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,6.7,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-09-30_HEAVY_RAIN,SYN_MINE_01,2022-09-30,7,HEAVY_RAIN,15.2,site / dumpers,-0.0001,2.134,-0.029,2.628,-0.12,148.0,HEAVY_RAIN (IMD p95 7-day),-1367.3,SIMULATED
SIM_2022-09-30_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-09-30,7,EQUIPMENT_DEGRADATION,2.17,"excavators, dumpers",-0.0179,-0.014,-0.061,0.883,-0.92,6.7,OBSERVED WEEK (IMD/ERA5),-195.0,SIMULATED
SIM_2022-09-30_BLAST_DELAY,SYN_MINE_01,2022-09-30,7,BLAST_DELAY,46.63,blasting / excavators,0.0,0.0,6.024,0.0,0.0,6.7,OBSERVED WEEK (IMD/ERA5),-4193.7,SIMULATED
SIM_2022-09-30_DRILL_DELAY,SYN_MINE_01,2022-09-30,7,DRILL_DELAY,-16.14,drills,0.1292,0.233,0.045,2.395,0.22,6.7,OBSERVED WEEK (IMD/ERA5),1451.7,SIMULATED
SIM_2022-09-30_HAULAGE_DISRUPTION,SYN_MINE_01,2022-09-30,7,HAULAGE_DISRUPTION,36.58,dumpers / haul road,0.1238,6.889,-0.058,0.975,-3.57,6.7,OBSERVED WEEK (IMD/ERA5),-3289.6,SIMULATED
SIM_2022-09-30_COMBINED_DISRUPTION,SYN_MINE_01,2022-09-30,7,COMBINED_DISRUPTION,21.33,site-wide,-0.0134,2.523,-0.055,2.676,-1.77,148.0,HEAVY_RAIN (IMD p95 7-day),-1918.6,SIMULATED
SIM_2022-10-14_NORMAL,SYN_MINE_01,2022-10-14,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,11.2,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-10-14_HEAVY_RAIN,SYN_MINE_01,2022-10-14,7,HEAVY_RAIN,6.45,site / dumpers,0.0,0.85,-0.015,1.467,0.0,148.0,HEAVY_RAIN (IMD p95 7-day),-592.5,SIMULATED
SIM_2022-10-14_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-10-14,7,EQUIPMENT_DEGRADATION,18.8,"excavators, dumpers",-0.1456,0.183,-0.142,-0.203,-1.9,11.2,OBSERVED WEEK (IMD/ERA5),-1727.9,SIMULATED
SIM_2022-10-14_BLAST_DELAY,SYN_MINE_01,2022-10-14,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,11.2,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-10-14_DRILL_DELAY,SYN_MINE_01,2022-10-14,7,DRILL_DELAY,-7.74,drills,0.0602,0.344,-0.087,2.639,-0.24,11.2,OBSERVED WEEK (IMD/ERA5),711.7,SIMULATED
SIM_2022-10-14_HAULAGE_DISRUPTION,SYN_MINE_01,2022-10-14,7,HAULAGE_DISRUPTION,45.22,dumpers / haul road,0.0119,6.031,-0.108,0.768,-3.46,11.2,OBSERVED WEEK (IMD/ERA5),-4156.7,SIMULATED
SIM_2022-10-14_COMBINED_DISRUPTION,SYN_MINE_01,2022-10-14,7,COMBINED_DISRUPTION,21.96,site-wide,-0.1456,0.598,-0.146,1.314,-1.9,148.0,HEAVY_RAIN (IMD p95 7-day),-2018.2,SIMULATED
SIM_2022-10-28_NORMAL,SYN_MINE_01,2022-10-28,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-10-28_HEAVY_RAIN,SYN_MINE_01,2022-10-28,7,HEAVY_RAIN,13.91,site / dumpers,0.0199,2.894,-0.041,1.99,-0.6,148.0,HEAVY_RAIN (IMD p95 7-day),-1508.9,SIMULATED
SIM_2022-10-28_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-10-28,7,EQUIPMENT_DEGRADATION,17.55,"excavators, dumpers",-0.118,0.829,-0.136,0.086,-1.94,0.0,OBSERVED WEEK (IMD/ERA5),-1904.1,SIMULATED
SIM_2022-10-28_BLAST_DELAY,SYN_MINE_01,2022-10-28,7,BLAST_DELAY,11.92,blasting / excavators,0.0,0.0,1.851,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-1293.0,SIMULATED
SIM_2022-10-28_DRILL_DELAY,SYN_MINE_01,2022-10-28,7,DRILL_DELAY,-0.54,drills,-0.0091,0.0,-0.012,2.118,0.15,0.0,OBSERVED WEEK (IMD/ERA5),58.1,SIMULATED
SIM_2022-10-28_HAULAGE_DISRUPTION,SYN_MINE_01,2022-10-28,7,HAULAGE_DISRUPTION,42.44,dumpers / haul road,-0.009,6.734,-0.109,0.523,-3.92,0.0,OBSERVED WEEK (IMD/ERA5),-4603.4,SIMULATED
SIM_2022-10-28_COMBINED_DISRUPTION,SYN_MINE_01,2022-10-28,7,COMBINED_DISRUPTION,34.13,site-wide,-0.0847,4.046,-0.208,1.901,-2.96,148.0,HEAVY_RAIN (IMD p95 7-day),-3701.7,SIMULATED
SIM_2022-11-11_NORMAL,SYN_MINE_01,2022-11-11,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-11-11_HEAVY_RAIN,SYN_MINE_01,2022-11-11,7,HEAVY_RAIN,14.07,site / dumpers,0.0539,2.969,0.028,1.651,-0.37,148.0,HEAVY_RAIN (IMD p95 7-day),-1455.1,SIMULATED
SIM_2022-11-11_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-11-11,7,EQUIPMENT_DEGRADATION,18.65,"excavators, dumpers",-0.135,0.285,0.028,0.141,-0.9,0.0,OBSERVED WEEK (IMD/ERA5),-1929.5,SIMULATED
SIM_2022-11-11_BLAST_DELAY,SYN_MINE_01,2022-11-11,7,BLAST_DELAY,53.59,blasting / excavators,0.0,0.0,7.893,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-5543.7,SIMULATED
SIM_2022-11-11_DRILL_DELAY,SYN_MINE_01,2022-11-11,7,DRILL_DELAY,-8.33,drills,0.0676,-0.028,0.08,1.317,0.25,0.0,OBSERVED WEEK (IMD/ERA5),861.9,SIMULATED
SIM_2022-11-11_HAULAGE_DISRUPTION,SYN_MINE_01,2022-11-11,7,HAULAGE_DISRUPTION,42.18,dumpers / haul road,0.0676,7.282,-0.037,0.159,-3.83,0.0,OBSERVED WEEK (IMD/ERA5),-4363.2,SIMULATED
SIM_2022-11-11_COMBINED_DISRUPTION,SYN_MINE_01,2022-11-11,7,COMBINED_DISRUPTION,43.3,site-wide,-0.1976,1.626,1.162,1.691,-1.11,148.0,HEAVY_RAIN (IMD p95 7-day),-4478.9,SIMULATED
SIM_2022-11-25_NORMAL,SYN_MINE_01,2022-11-25,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-11-25_HEAVY_RAIN,SYN_MINE_01,2022-11-25,7,HEAVY_RAIN,17.74,site / dumpers,0.0033,1.776,-0.071,2.267,-0.11,148.0,HEAVY_RAIN (IMD p95 7-day),-1519.7,SIMULATED
SIM_2022-11-25_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-11-25,7,EQUIPMENT_DEGRADATION,25.7,"excavators, dumpers",-0.1763,0.067,-0.05,-0.201,-1.13,0.0,OBSERVED WEEK (IMD/ERA5),-2201.7,SIMULATED
SIM_2022-11-25_BLAST_DELAY,SYN_MINE_01,2022-11-25,7,BLAST_DELAY,11.15,blasting / excavators,0.0,0.0,1.397,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-955.4,SIMULATED
SIM_2022-11-25_DRILL_DELAY,SYN_MINE_01,2022-11-25,7,DRILL_DELAY,-5.65,drills,0.0389,-0.311,-0.027,0.838,0.09,0.0,OBSERVED WEEK (IMD/ERA5),483.9,SIMULATED
SIM_2022-11-25_HAULAGE_DISRUPTION,SYN_MINE_01,2022-11-25,7,HAULAGE_DISRUPTION,39.3,dumpers / haul road,0.0044,4.82,-0.149,-0.089,-3.88,0.0,OBSERVED WEEK (IMD/ERA5),-3365.9,SIMULATED
SIM_2022-11-25_COMBINED_DISRUPTION,SYN_MINE_01,2022-11-25,7,COMBINED_DISRUPTION,29.75,site-wide,-0.1331,1.277,-0.079,1.598,-2.41,148.0,HEAVY_RAIN (IMD p95 7-day),-2548.0,SIMULATED
SIM_2022-12-09_NORMAL,SYN_MINE_01,2022-12-09,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-12-09_HEAVY_RAIN,SYN_MINE_01,2022-12-09,7,HEAVY_RAIN,19.73,site / dumpers,-0.0202,3.13,-0.095,1.187,-0.65,148.0,HEAVY_RAIN (IMD p95 7-day),-2209.7,SIMULATED
SIM_2022-12-09_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-12-09,7,EQUIPMENT_DEGRADATION,23.56,"excavators, dumpers",-0.2003,0.498,-0.024,-0.344,-1.06,0.0,OBSERVED WEEK (IMD/ERA5),-2638.8,SIMULATED
SIM_2022-12-09_BLAST_DELAY,SYN_MINE_01,2022-12-09,7,BLAST_DELAY,57.15,blasting / excavators,0.0,0.0,9.254,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-6401.9,SIMULATED
SIM_2022-12-09_DRILL_DELAY,SYN_MINE_01,2022-12-09,7,DRILL_DELAY,2.0,drills,-0.0183,0.213,-0.14,0.945,0.18,0.0,OBSERVED WEEK (IMD/ERA5),-224.2,SIMULATED
SIM_2022-12-09_HAULAGE_DISRUPTION,SYN_MINE_01,2022-12-09,7,HAULAGE_DISRUPTION,42.56,dumpers / haul road,-0.0381,6.44,-0.116,-1.226,-3.67,0.0,OBSERVED WEEK (IMD/ERA5),-4767.8,SIMULATED
SIM_2022-12-09_COMBINED_DISRUPTION,SYN_MINE_01,2022-12-09,7,COMBINED_DISRUPTION,40.69,site-wide,-0.2363,2.667,-0.143,1.013,-3.16,148.0,HEAVY_RAIN (IMD p95 7-day),-4558.0,SIMULATED
SIM_2022-12-23_NORMAL,SYN_MINE_01,2022-12-23,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-12-23_HEAVY_RAIN,SYN_MINE_01,2022-12-23,7,HEAVY_RAIN,19.45,site / dumpers,0.0,2.914,-0.061,2.37,-0.67,148.0,HEAVY_RAIN (IMD p95 7-day),-2131.6,SIMULATED
SIM_2022-12-23_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-12-23,7,EQUIPMENT_DEGRADATION,28.17,"excavators, dumpers",-0.2315,0.142,0.03,0.381,-1.73,0.0,OBSERVED WEEK (IMD/ERA5),-3087.5,SIMULATED
SIM_2022-12-23_BLAST_DELAY,SYN_MINE_01,2022-12-23,7,BLAST_DELAY,40.36,blasting / excavators,0.0,0.0,6.194,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-4423.2,SIMULATED
SIM_2022-12-23_DRILL_DELAY,SYN_MINE_01,2022-12-23,7,DRILL_DELAY,6.98,drills,-0.0603,-0.034,0.017,2.163,0.17,0.0,OBSERVED WEEK (IMD/ERA5),-764.4,SIMULATED
SIM_2022-12-23_HAULAGE_DISRUPTION,SYN_MINE_01,2022-12-23,7,HAULAGE_DISRUPTION,44.97,dumpers / haul road,-0.0331,6.418,-0.074,0.642,-3.92,0.0,OBSERVED WEEK (IMD/ERA5),-4928.3,SIMULATED
SIM_2022-12-23_COMBINED_DISRUPTION,SYN_MINE_01,2022-12-23,7,COMBINED_DISRUPTION,46.46,site-wide,-0.1372,2.671,2.293,1.855,-2.36,148.0,HEAVY_RAIN (IMD p95 7-day),-5091.5,SIMULATED
SIM_2023-01-06_NORMAL,SYN_MINE_01,2023-01-06,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-01-06_HEAVY_RAIN,SYN_MINE_01,2023-01-06,7,HEAVY_RAIN,20.96,site / dumpers,0.0502,3.742,0.026,2.358,-0.52,148.0,HEAVY_RAIN (IMD p95 7-day),-2171.0,SIMULATED
SIM_2023-01-06_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-01-06,7,EQUIPMENT_DEGRADATION,15.91,"excavators, dumpers",-0.1298,0.611,0.025,-0.092,-2.02,0.0,OBSERVED WEEK (IMD/ERA5),-1648.0,SIMULATED
SIM_2023-01-06_BLAST_DELAY,SYN_MINE_01,2023-01-06,7,BLAST_DELAY,10.48,blasting / excavators,0.0,0.0,1.572,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-1085.5,SIMULATED
SIM_2023-01-06_DRILL_DELAY,SYN_MINE_01,2023-01-06,7,DRILL_DELAY,-3.33,drills,0.0062,-0.243,0.024,2.488,0.16,0.0,OBSERVED WEEK (IMD/ERA5),345.3,SIMULATED
SIM_2023-01-06_HAULAGE_DISRUPTION,SYN_MINE_01,2023-01-06,7,HAULAGE_DISRUPTION,40.93,dumpers / haul road,-0.1211,4.289,0.02,0.199,-3.53,0.0,OBSERVED WEEK (IMD/ERA5),-4239.3,SIMULATED
SIM_2023-01-06_COMBINED_DISRUPTION,SYN_MINE_01,2023-01-06,7,COMBINED_DISRUPTION,43.21,site-wide,-0.0513,4.456,1.42,2.11,-3.29,148.0,HEAVY_RAIN (IMD p95 7-day),-4475.8,SIMULATED
SIM_2023-01-20_NORMAL,SYN_MINE_01,2023-01-20,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-01-20_HEAVY_RAIN,SYN_MINE_01,2023-01-20,7,HEAVY_RAIN,17.51,site / dumpers,-0.0001,2.584,-0.032,1.876,-0.57,148.0,HEAVY_RAIN (IMD p95 7-day),-1838.9,SIMULATED
SIM_2023-01-20_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-01-20,7,EQUIPMENT_DEGRADATION,16.98,"excavators, dumpers",-0.1122,0.314,-0.032,0.191,-1.08,0.0,OBSERVED WEEK (IMD/ERA5),-1782.5,SIMULATED
SIM_2023-01-20_BLAST_DELAY,SYN_MINE_01,2023-01-20,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-01-20_DRILL_DELAY,SYN_MINE_01,2023-01-20,7,DRILL_DELAY,15.7,drills,-0.1406,0.073,0.023,1.949,0.33,0.0,OBSERVED WEEK (IMD/ERA5),-1648.6,SIMULATED
SIM_2023-01-20_HAULAGE_DISRUPTION,SYN_MINE_01,2023-01-20,7,HAULAGE_DISRUPTION,43.38,dumpers / haul road,-0.0524,5.199,-0.031,0.379,-3.65,0.0,OBSERVED WEEK (IMD/ERA5),-4554.9,SIMULATED
