borehole_id,target_id,scenario,depth_from_m,depth_to_m,interval_thickness_m,formation,host_lithology,weathering_zone,manganese_presence,mn_grade_pct,grade_category,confidence,evidence_level,provenance
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,0.0,2.26,2.26,Sausar Group,weathered zone / laterite cover,True,False,0.27,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,2.26,16.21,13.96,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.49,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,16.21,17.75,1.54,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,31.73,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,17.75,62.2,44.45,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.24,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,62.2,63.74,1.54,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,37.06,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,63.74,77.1,13.36,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.27,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH03,T22,POSITIVE_DRILLING_INTERSECTION,0.0,2.71,2.71,Sausar Group,weathered zone / laterite cover,True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH03,T22,POSITIVE_DRILLING_INTERSECTION,2.71,26.73,24.01,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.53,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH03,T22,POSITIVE_DRILLING_INTERSECTION,26.73,28.36,1.63,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,27.33,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T22_POS_BH03,T22,POSITIVE_DRILLING_INTERSECTION,28.36,30.09,1.73,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,24.76,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_POS_BH03,T22,POSITIVE_DRILLING_INTERSECTION,30.09,70.3,40.21,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.5,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_NEG_BH01,T22,NEGATIVE_DRILLING_RESULT,0.0,2.87,2.87,Sausar Group,weathered zone / laterite cover,True,False,0.22,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_NEG_BH01,T22,NEGATIVE_DRILLING_RESULT,2.87,66.4,63.53,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.8,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_NEG_BH02,T22,NEGATIVE_DRILLING_RESULT,0.0,2.99,2.99,Sausar Group,weathered zone / laterite cover,True,False,0.25,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_NEG_BH02,T22,NEGATIVE_DRILLING_RESULT,2.99,65.1,62.11,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.71,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_NEG_BH03,T22,NEGATIVE_DRILLING_RESULT,0.0,2.24,2.24,Sausar Group,weathered zone / laterite cover,True,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_NEG_BH03,T22,NEGATIVE_DRILLING_RESULT,2.24,99.6,97.36,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,1.73,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T22_AMB_BH01,T22,AMBIGUOUS_DRILLING_RESULT,0.0,2.4,2.4,Sausar Group,weathered zone / laterite cover,True,False,0.29,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH01,T22,AMBIGUOUS_DRILLING_RESULT,2.4,16.06,13.66,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.24,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH01,T22,AMBIGUOUS_DRILLING_RESULT,16.06,16.9,0.83,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,False,9.36,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH01,T22,AMBIGUOUS_DRILLING_RESULT,16.9,67.3,50.4,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.21,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH02,T22,AMBIGUOUS_DRILLING_RESULT,0.0,2.34,2.34,Sausar Group,weathered zone / laterite cover,True,False,0.67,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH02,T22,AMBIGUOUS_DRILLING_RESULT,2.34,42.75,40.41,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.48,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH02,T22,AMBIGUOUS_DRILLING_RESULT,42.75,43.5,0.75,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,15.17,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH02,T22,AMBIGUOUS_DRILLING_RESULT,43.5,63.9,20.4,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.35,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH03,T22,AMBIGUOUS_DRILLING_RESULT,0.0,2.43,2.43,Sausar Group,weathered zone / laterite cover,True,False,0.46,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH03,T22,AMBIGUOUS_DRILLING_RESULT,2.43,83.13,80.7,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.98,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH03,T22,AMBIGUOUS_DRILLING_RESULT,83.13,83.7,0.57,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,18.71,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T22_AMB_BH03,T22,AMBIGUOUS_DRILLING_RESULT,83.7,97.6,13.9,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.46,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,0.0,2.35,2.35,Sausar Group,weathered zone / laterite cover,True,False,0.9,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,2.35,42.11,39.75,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.8,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,42.11,44.07,1.96,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,34.28,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,44.07,47.24,3.17,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.7,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,47.24,49.04,1.8,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,33.96,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,49.04,57.4,8.36,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,0.0,2.93,2.93,Sausar Group,weathered zone / laterite cover,True,False,0.48,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,2.93,15.62,12.69,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,15.62,17.17,1.55,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,27.19,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,17.17,38.05,20.88,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.39,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,38.05,39.92,1.87,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,27.86,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,39.92,58.7,18.78,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.15,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,0.0,2.75,2.75,Sausar Group,weathered zone / laterite cover,True,False,0.29,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,2.75,27.47,24.72,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,27.47,28.98,1.51,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,28.09,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,28.98,58.73,29.74,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.89,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,58.73,60.36,1.63,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,27.13,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,60.36,70.6,10.24,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.19,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_NEG_BH01,T23,NEGATIVE_DRILLING_RESULT,0.0,2.81,2.81,Sausar Group,weathered zone / laterite cover,True,False,0.21,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_NEG_BH01,T23,NEGATIVE_DRILLING_RESULT,2.81,97.7,94.89,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.18,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_NEG_BH02,T23,NEGATIVE_DRILLING_RESULT,0.0,2.55,2.55,Sausar Group,weathered zone / laterite cover,True,False,0.64,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_NEG_BH02,T23,NEGATIVE_DRILLING_RESULT,2.55,80.0,77.45,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.22,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_NEG_BH03,T23,NEGATIVE_DRILLING_RESULT,0.0,2.15,2.15,Sausar Group,weathered zone / laterite cover,True,False,0.24,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_NEG_BH03,T23,NEGATIVE_DRILLING_RESULT,2.15,83.5,81.35,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.3,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T23_AMB_BH01,T23,AMBIGUOUS_DRILLING_RESULT,0.0,2.98,2.98,Sausar Group,weathered zone / laterite cover,True,False,0.93,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH01,T23,AMBIGUOUS_DRILLING_RESULT,2.98,25.37,22.39,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.16,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH01,T23,AMBIGUOUS_DRILLING_RESULT,25.37,26.06,0.69,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,19.69,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH01,T23,AMBIGUOUS_DRILLING_RESULT,26.06,56.4,30.34,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.36,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH02,T23,AMBIGUOUS_DRILLING_RESULT,0.0,2.07,2.07,Sausar Group,weathered zone / laterite cover,True,False,0.6,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH02,T23,AMBIGUOUS_DRILLING_RESULT,2.07,44.44,42.38,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.42,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH02,T23,AMBIGUOUS_DRILLING_RESULT,44.44,45.15,0.71,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,25.98,LOW (25-35% Mn),LOW,3,SIMULATED
SIM_T23_AMB_BH02,T23,AMBIGUOUS_DRILLING_RESULT,45.15,76.6,31.45,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.28,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH03,T23,AMBIGUOUS_DRILLING_RESULT,0.0,2.77,2.77,Sausar Group,weathered zone / laterite cover,True,False,0.28,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH03,T23,AMBIGUOUS_DRILLING_RESULT,2.77,40.08,37.31,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.22,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH03,T23,AMBIGUOUS_DRILLING_RESULT,40.08,40.44,0.36,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,16.27,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T23_AMB_BH03,T23,AMBIGUOUS_DRILLING_RESULT,40.44,86.7,46.26,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.32,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,0.0,2.17,2.17,Sausar Group,weathered zone / laterite cover,True,False,0.21,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,2.17,37.56,35.39,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.2,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,37.56,39.12,1.55,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,25.84,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,39.12,53.69,14.58,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.61,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,53.69,55.46,1.77,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,37.53,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,55.46,68.7,13.24,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.31,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,0.0,2.1,2.1,Sausar Group,weathered zone / laterite cover,True,False,0.49,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,2.1,71.5,69.4,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,71.5,73.32,1.83,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,39.45,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,73.32,77.04,3.72,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,77.04,78.71,1.66,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,33.61,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,78.71,99.8,21.09,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH03,T24,POSITIVE_DRILLING_INTERSECTION,0.0,2.76,2.76,Sausar Group,weathered zone / laterite cover,True,False,0.62,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH03,T24,POSITIVE_DRILLING_INTERSECTION,2.76,15.18,12.42,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.15,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_POS_BH03,T24,POSITIVE_DRILLING_INTERSECTION,15.18,17.14,1.96,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,29.7,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T24_POS_BH03,T24,POSITIVE_DRILLING_INTERSECTION,17.14,19.01,1.87,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,38.17,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T24_POS_BH03,T24,POSITIVE_DRILLING_INTERSECTION,19.01,69.1,50.09,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.31,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_NEG_BH01,T24,NEGATIVE_DRILLING_RESULT,0.0,2.74,2.74,Sausar Group,weathered zone / laterite cover,True,False,0.53,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_NEG_BH01,T24,NEGATIVE_DRILLING_RESULT,2.74,62.2,59.46,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_NEG_BH02,T24,NEGATIVE_DRILLING_RESULT,0.0,2.41,2.41,Sausar Group,weathered zone / laterite cover,True,False,0.29,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_NEG_BH02,T24,NEGATIVE_DRILLING_RESULT,2.41,69.8,67.39,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_NEG_BH03,T24,NEGATIVE_DRILLING_RESULT,0.0,2.79,2.79,Sausar Group,weathered zone / laterite cover,True,False,0.25,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_NEG_BH03,T24,NEGATIVE_DRILLING_RESULT,2.79,76.2,73.41,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.81,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T24_AMB_BH01,T24,AMBIGUOUS_DRILLING_RESULT,0.0,2.33,2.33,Sausar Group,weathered zone / laterite cover,True,False,0.39,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH01,T24,AMBIGUOUS_DRILLING_RESULT,2.33,34.17,31.84,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.5,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH01,T24,AMBIGUOUS_DRILLING_RESULT,34.17,34.62,0.45,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,False,8.09,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH01,T24,AMBIGUOUS_DRILLING_RESULT,34.62,64.9,30.28,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.19,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH02,T24,AMBIGUOUS_DRILLING_RESULT,0.0,2.51,2.51,Sausar Group,weathered zone / laterite cover,True,False,0.19,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH02,T24,AMBIGUOUS_DRILLING_RESULT,2.51,53.37,50.86,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.4,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH02,T24,AMBIGUOUS_DRILLING_RESULT,53.37,53.93,0.55,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,19.22,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH02,T24,AMBIGUOUS_DRILLING_RESULT,53.93,79.1,25.17,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.61,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH03,T24,AMBIGUOUS_DRILLING_RESULT,0.0,2.96,2.96,Sausar Group,weathered zone / laterite cover,True,False,0.26,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH03,T24,AMBIGUOUS_DRILLING_RESULT,2.96,66.85,63.89,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.42,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH03,T24,AMBIGUOUS_DRILLING_RESULT,66.85,67.6,0.76,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,14.83,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T24_AMB_BH03,T24,AMBIGUOUS_DRILLING_RESULT,67.6,89.3,21.7,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.42,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T25_POS_BH01,T25,POSITIVE_DRILLING_INTERSECTION,0.0,2.39,2.39,Sausar Group,weathered zone / laterite cover,True,False,0.36,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH01,T25,POSITIVE_DRILLING_INTERSECTION,2.39,45.39,42.99,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.51,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH01,T25,POSITIVE_DRILLING_INTERSECTION,45.39,46.91,1.52,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,30.18,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T25_POS_BH01,T25,POSITIVE_DRILLING_INTERSECTION,46.91,62.0,15.09,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.5,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH02,T25,POSITIVE_DRILLING_INTERSECTION,0.0,2.5,2.5,Sausar Group,weathered zone / laterite cover,True,False,0.45,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH02,T25,POSITIVE_DRILLING_INTERSECTION,2.5,21.88,19.39,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.15,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH02,T25,POSITIVE_DRILLING_INTERSECTION,21.88,23.69,1.81,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,24.43,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH02,T25,POSITIVE_DRILLING_INTERSECTION,23.69,57.8,34.11,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,0.0,2.04,2.04,Sausar Group,weathered zone / laterite cover,True,False,0.8,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,2.04,38.51,36.47,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.5,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,38.51,40.2,1.69,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,39.16,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,40.2,54.09,13.89,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.47,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,54.09,55.88,1.79,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,26.46,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,55.88,68.3,12.42,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.3,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_NEG_BH01,T25,NEGATIVE_DRILLING_RESULT,0.0,2.87,2.87,Sausar Group,weathered zone / laterite cover,True,False,0.64,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_NEG_BH01,T25,NEGATIVE_DRILLING_RESULT,2.87,91.9,89.03,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_NEG_BH02,T25,NEGATIVE_DRILLING_RESULT,0.0,2.01,2.01,Sausar Group,weathered zone / laterite cover,True,False,0.36,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_NEG_BH02,T25,NEGATIVE_DRILLING_RESULT,2.01,72.7,70.69,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.83,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_NEG_BH03,T25,NEGATIVE_DRILLING_RESULT,0.0,2.81,2.81,Sausar Group,weathered zone / laterite cover,True,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_NEG_BH03,T25,NEGATIVE_DRILLING_RESULT,2.81,78.5,75.69,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.21,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T25_AMB_BH01,T25,AMBIGUOUS_DRILLING_RESULT,0.0,2.52,2.52,Sausar Group,weathered zone / laterite cover,True,False,0.15,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T25_AMB_BH01,T25,AMBIGUOUS_DRILLING_RESULT,2.52,27.54,25.01,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.7,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T25_AMB_BH01,T25,AMBIGUOUS_DRILLING_RESULT,27.54,28.1,0.56,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,24.39,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T25_AMB_BH01,T25,AMBIGUOUS_DRILLING_RESULT,28.1,90.5,62.4,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.54,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T25_AMB_BH02,T25,AMBIGUOUS_DRILLING_RESULT,0.0,2.2,2.2,Sausar Group,weathered zone / laterite cover,True,False,0.27,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T25_AMB_BH02,T25,AMBIGUOUS_DRILLING_RESULT,2.2,20.33,18.13,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.5,BELOW 25% Mn,LOW,3,SIMULATED
