borehole_id,target_id,scenario,latitude,longitude,azimuth,dip,total_depth_m,bed_dip_deg,formation_context,generation_basis,provenance
SIM_T29_AMB_BH02,T29,AMBIGUOUS_DRILLING_RESULT,21.533415,79.639634,344.7,-60.0,61.4,64.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_AMB_BH03,T29,AMBIGUOUS_DRILLING_RESULT,21.53024,79.639586,342.1,-60.0,78.6,60.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_POS_BH01,T30,POSITIVE_DRILLING_INTERSECTION,21.643119,80.388981,335.5,-60.0,87.2,73.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_POS_BH02,T30,POSITIVE_DRILLING_INTERSECTION,21.641314,80.38689,324.2,-60.0,62.9,56.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_POS_BH03,T30,POSITIVE_DRILLING_INTERSECTION,21.637314,80.390354,351.5,-60.0,53.4,73.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_NEG_BH01,T30,NEGATIVE_DRILLING_RESULT,21.641079,80.389432,330.9,-60.0,92.7,63.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_NEG_BH02,T30,NEGATIVE_DRILLING_RESULT,21.63653,80.391764,334.5,-60.0,81.4,56.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_NEG_BH03,T30,NEGATIVE_DRILLING_RESULT,21.640737,80.39079,345.8,-60.0,57.9,48.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_AMB_BH01,T30,AMBIGUOUS_DRILLING_RESULT,21.640603,80.389987,345.2,-60.0,82.2,76.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_AMB_BH02,T30,AMBIGUOUS_DRILLING_RESULT,21.641846,80.39097,335.6,-60.0,86.5,77.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T30_AMB_BH03,T30,AMBIGUOUS_DRILLING_RESULT,21.642988,80.392872,344.4,-60.0,51.8,49.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_POS_BH01,T31,POSITIVE_DRILLING_INTERSECTION,21.708279,79.897426,349.2,-60.0,50.7,64.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_POS_BH02,T31,POSITIVE_DRILLING_INTERSECTION,21.705268,79.899098,341.0,-60.0,91.6,77.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_POS_BH03,T31,POSITIVE_DRILLING_INTERSECTION,21.706407,79.90238,333.9,-60.0,60.6,45.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_NEG_BH01,T31,NEGATIVE_DRILLING_RESULT,21.710458,79.899338,341.8,-60.0,94.9,48.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_NEG_BH02,T31,NEGATIVE_DRILLING_RESULT,21.708546,79.898394,329.6,-60.0,79.2,66.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_NEG_BH03,T31,NEGATIVE_DRILLING_RESULT,21.708534,79.898907,340.5,-60.0,59.5,50.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_AMB_BH01,T31,AMBIGUOUS_DRILLING_RESULT,21.704514,79.900643,334.4,-60.0,69.2,78.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_AMB_BH02,T31,AMBIGUOUS_DRILLING_RESULT,21.706332,79.901481,338.4,-60.0,51.8,75.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T31_AMB_BH03,T31,AMBIGUOUS_DRILLING_RESULT,21.707682,79.90092,330.9,-60.0,90.6,73.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_POS_BH01,T32,POSITIVE_DRILLING_INTERSECTION,22.107399,80.378402,341.2,-60.0,53.2,53.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_POS_BH02,T32,POSITIVE_DRILLING_INTERSECTION,22.107225,80.379579,338.3,-60.0,96.8,51.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_POS_BH03,T32,POSITIVE_DRILLING_INTERSECTION,22.102873,80.380602,341.6,-60.0,91.5,56.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_NEG_BH01,T32,NEGATIVE_DRILLING_RESULT,22.102695,80.379608,330.3,-60.0,92.8,59.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_NEG_BH02,T32,NEGATIVE_DRILLING_RESULT,22.10664,80.381506,341.6,-60.0,72.0,48.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_NEG_BH03,T32,NEGATIVE_DRILLING_RESULT,22.107832,80.381109,314.0,-60.0,71.2,74.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_AMB_BH01,T32,AMBIGUOUS_DRILLING_RESULT,22.104384,80.381431,330.3,-60.0,54.6,46.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_AMB_BH02,T32,AMBIGUOUS_DRILLING_RESULT,22.105137,80.37919,351.8,-60.0,62.2,70.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T32_AMB_BH03,T32,AMBIGUOUS_DRILLING_RESULT,22.108892,80.381324,335.9,-60.0,65.9,65.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_POS_BH01,T33,POSITIVE_DRILLING_INTERSECTION,21.960925,80.500394,335.3,-60.0,88.9,67.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_POS_BH02,T33,POSITIVE_DRILLING_INTERSECTION,21.961857,80.503137,337.8,-60.0,70.5,49.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_POS_BH03,T33,POSITIVE_DRILLING_INTERSECTION,21.961417,80.496028,341.3,-60.0,64.3,59.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_NEG_BH01,T33,NEGATIVE_DRILLING_RESULT,21.960107,80.498746,331.0,-60.0,60.1,71.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_NEG_BH02,T33,NEGATIVE_DRILLING_RESULT,21.963443,80.498033,330.2,-60.0,63.9,76.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_NEG_BH03,T33,NEGATIVE_DRILLING_RESULT,21.962484,80.501246,338.1,-60.0,85.5,71.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_AMB_BH01,T33,AMBIGUOUS_DRILLING_RESULT,21.962119,80.498394,349.2,-60.0,50.1,56.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_AMB_BH02,T33,AMBIGUOUS_DRILLING_RESULT,21.960927,80.501648,339.4,-60.0,94.1,69.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T33_AMB_BH03,T33,AMBIGUOUS_DRILLING_RESULT,21.961306,80.503201,332.6,-60.0,90.9,49.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_POS_BH01,T34,POSITIVE_DRILLING_INTERSECTION,21.831298,79.932284,335.9,-60.0,88.5,46.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_POS_BH02,T34,POSITIVE_DRILLING_INTERSECTION,21.830528,79.932215,331.5,-60.0,77.0,65.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_POS_BH03,T34,POSITIVE_DRILLING_INTERSECTION,21.826372,79.932398,332.1,-60.0,60.1,60.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_NEG_BH01,T34,NEGATIVE_DRILLING_RESULT,21.831613,79.928065,334.8,-60.0,96.3,48.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_NEG_BH02,T34,NEGATIVE_DRILLING_RESULT,21.832627,79.935243,353.8,-60.0,56.9,58.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_NEG_BH03,T34,NEGATIVE_DRILLING_RESULT,21.827336,79.932595,1.4,-60.0,86.6,51.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_AMB_BH01,T34,AMBIGUOUS_DRILLING_RESULT,21.829295,79.93463,20.3,-60.0,58.4,48.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_AMB_BH02,T34,AMBIGUOUS_DRILLING_RESULT,21.831554,79.931263,345.4,-60.0,51.6,56.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T34_AMB_BH03,T34,AMBIGUOUS_DRILLING_RESULT,21.831238,79.934317,344.8,-60.0,70.0,48.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_POS_BH01,T35,POSITIVE_DRILLING_INTERSECTION,21.432683,80.204812,333.7,-60.0,72.4,60.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_POS_BH02,T35,POSITIVE_DRILLING_INTERSECTION,21.435474,80.20365,327.5,-60.0,92.8,78.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_POS_BH03,T35,POSITIVE_DRILLING_INTERSECTION,21.434598,80.205543,341.5,-60.0,65.4,71.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_NEG_BH01,T35,NEGATIVE_DRILLING_RESULT,21.433171,80.204024,344.1,-60.0,64.0,60.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_NEG_BH02,T35,NEGATIVE_DRILLING_RESULT,21.432964,80.202957,346.1,-60.0,94.4,59.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_NEG_BH03,T35,NEGATIVE_DRILLING_RESULT,21.435056,80.201586,340.1,-60.0,97.3,53.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_AMB_BH01,T35,AMBIGUOUS_DRILLING_RESULT,21.43267,80.203688,337.8,-60.0,91.7,49.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_AMB_BH02,T35,AMBIGUOUS_DRILLING_RESULT,21.430947,80.203077,336.7,-60.0,82.5,66.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T35_AMB_BH03,T35,AMBIGUOUS_DRILLING_RESULT,21.433464,80.20444,322.1,-60.0,63.0,45.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_POS_BH01,T36,POSITIVE_DRILLING_INTERSECTION,22.202649,80.641747,352.0,-60.0,75.8,62.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_POS_BH02,T36,POSITIVE_DRILLING_INTERSECTION,22.199713,80.637796,347.1,-60.0,72.8,68.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_POS_BH03,T36,POSITIVE_DRILLING_INTERSECTION,22.204369,80.642317,354.9,-60.0,63.8,49.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_NEG_BH01,T36,NEGATIVE_DRILLING_RESULT,22.202788,80.638501,334.2,-60.0,66.8,63.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_NEG_BH02,T36,NEGATIVE_DRILLING_RESULT,22.202593,80.641947,342.1,-60.0,89.5,59.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_NEG_BH03,T36,NEGATIVE_DRILLING_RESULT,22.202825,80.635883,331.0,-60.0,99.2,72.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_AMB_BH01,T36,AMBIGUOUS_DRILLING_RESULT,22.198788,80.638897,330.1,-60.0,86.3,53.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_AMB_BH02,T36,AMBIGUOUS_DRILLING_RESULT,22.200194,80.641909,326.6,-60.0,94.0,76.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T36_AMB_BH03,T36,AMBIGUOUS_DRILLING_RESULT,22.205393,80.636803,350.5,-60.0,54.1,58.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_POS_BH01,T37,POSITIVE_DRILLING_INTERSECTION,21.881461,80.783065,326.9,-60.0,85.3,72.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_POS_BH02,T37,POSITIVE_DRILLING_INTERSECTION,21.879372,80.78143,354.2,-60.0,50.3,71.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_POS_BH03,T37,POSITIVE_DRILLING_INTERSECTION,21.878007,80.783464,340.1,-60.0,86.2,46.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_NEG_BH01,T37,NEGATIVE_DRILLING_RESULT,21.878136,80.780297,343.0,-60.0,79.8,73.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_NEG_BH02,T37,NEGATIVE_DRILLING_RESULT,21.87994,80.784626,343.5,-60.0,82.1,79.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_NEG_BH03,T37,NEGATIVE_DRILLING_RESULT,21.875401,80.782073,343.5,-60.0,98.7,55.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_AMB_BH01,T37,AMBIGUOUS_DRILLING_RESULT,21.876699,80.784123,328.6,-60.0,95.9,56.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_AMB_BH02,T37,AMBIGUOUS_DRILLING_RESULT,21.877682,80.785541,352.3,-60.0,81.8,77.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T37_AMB_BH03,T37,AMBIGUOUS_DRILLING_RESULT,21.876658,80.780533,342.6,-60.0,55.9,57.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_POS_BH01,T38,POSITIVE_DRILLING_INTERSECTION,21.455435,79.158711,333.1,-60.0,74.8,69.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_POS_BH02,T38,POSITIVE_DRILLING_INTERSECTION,21.453699,79.161025,345.1,-60.0,93.3,56.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_POS_BH03,T38,POSITIVE_DRILLING_INTERSECTION,21.459691,79.159418,342.1,-60.0,99.3,71.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_NEG_BH01,T38,NEGATIVE_DRILLING_RESULT,21.455658,79.160611,354.8,-60.0,66.7,56.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_NEG_BH02,T38,NEGATIVE_DRILLING_RESULT,21.454954,79.160091,346.9,-60.0,84.2,57.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_NEG_BH03,T38,NEGATIVE_DRILLING_RESULT,21.458866,79.156993,334.9,-60.0,85.2,57.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_AMB_BH01,T38,AMBIGUOUS_DRILLING_RESULT,21.456161,79.160578,348.9,-60.0,93.6,76.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_AMB_BH02,T38,AMBIGUOUS_DRILLING_RESULT,21.460148,79.158512,343.4,-60.0,58.0,47.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T38_AMB_BH03,T38,AMBIGUOUS_DRILLING_RESULT,21.456165,79.160389,348.3,-60.0,87.0,48.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_POS_BH01,T39,POSITIVE_DRILLING_INTERSECTION,21.878767,80.586914,356.6,-60.0,78.7,78.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_POS_BH02,T39,POSITIVE_DRILLING_INTERSECTION,21.87958,80.59183,329.4,-60.0,82.3,69.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_POS_BH03,T39,POSITIVE_DRILLING_INTERSECTION,21.876541,80.591449,317.9,-60.0,64.1,69.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_NEG_BH01,T39,NEGATIVE_DRILLING_RESULT,21.873076,80.586058,345.7,-60.0,51.0,48.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_NEG_BH02,T39,NEGATIVE_DRILLING_RESULT,21.877165,80.586865,351.0,-60.0,75.6,67.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_NEG_BH03,T39,NEGATIVE_DRILLING_RESULT,21.877829,80.587494,333.1,-60.0,81.6,67.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_AMB_BH01,T39,AMBIGUOUS_DRILLING_RESULT,21.876384,80.587241,338.5,-60.0,56.9,55.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_AMB_BH02,T39,AMBIGUOUS_DRILLING_RESULT,21.875202,80.585867,341.5,-60.0,79.9,63.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T39_AMB_BH03,T39,AMBIGUOUS_DRILLING_RESULT,21.87566,80.585006,343.9,-60.0,56.0,67.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_POS_BH01,T40,POSITIVE_DRILLING_INTERSECTION,21.51194,79.730125,344.1,-60.0,85.0,72.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_POS_BH02,T40,POSITIVE_DRILLING_INTERSECTION,21.512639,79.730242,347.0,-60.0,58.2,73.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_POS_BH03,T40,POSITIVE_DRILLING_INTERSECTION,21.515254,79.735681,325.7,-60.0,64.5,78.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_NEG_BH01,T40,NEGATIVE_DRILLING_RESULT,21.512879,79.728159,332.4,-60.0,86.5,45.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_NEG_BH02,T40,NEGATIVE_DRILLING_RESULT,21.514089,79.726541,346.3,-60.0,79.5,47.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_NEG_BH03,T40,NEGATIVE_DRILLING_RESULT,21.512281,79.732665,324.6,-60.0,97.8,49.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_AMB_BH01,T40,AMBIGUOUS_DRILLING_RESULT,21.517052,79.728906,331.8,-60.0,84.7,67.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_AMB_BH02,T40,AMBIGUOUS_DRILLING_RESULT,21.511066,79.731715,335.2,-60.0,52.2,46.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T40_AMB_BH03,T40,AMBIGUOUS_DRILLING_RESULT,21.514114,79.731256,322.9,-60.0,94.2,59.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
