sample_id,target_id,scenario,borehole_id,depth_from_m,depth_to_m,sample_type,mn_pct,fe_pct,sio2_pct,sample_quality,provenance
SIM_T19_NEG_BH03_006,T19,NEGATIVE_DRILLING_RESULT,SIM_T19_NEG_BH03,2.98,63.7,drill core (simulated),0.27,5.61,49.93,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH01_001,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH01,0.0,2.81,drill core (simulated),0.39,3.77,72.56,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH01_002,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH01,2.81,35.55,drill core (simulated),0.45,6.33,68.71,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH01_003,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH01,35.55,36.07,drill core (simulated),13.82,6.39,34.11,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH01_004,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH01,36.07,63.7,drill core (simulated),0.32,5.32,60.34,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH02_005,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH02,0.0,2.64,drill core (simulated),0.27,2.94,59.94,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH02_006,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH02,2.64,30.34,drill core (simulated),0.29,4.25,59.44,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH02_007,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH02,30.34,31.0,drill core (simulated),9.87,4.04,37.35,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH02_008,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH02,31.0,95.6,drill core (simulated),0.58,6.12,67.61,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH03_009,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH03,0.0,2.32,drill core (simulated),0.37,3.42,47.57,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH03_010,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH03,2.32,38.47,drill core (simulated),0.47,6.56,58.45,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH03_011,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH03,38.47,39.24,drill core (simulated),10.98,6.28,36.15,SIMULATED_ASSAY,SIMULATED
SIM_T19_AMB_BH03_012,T19,AMBIGUOUS_DRILLING_RESULT,SIM_T19_AMB_BH03,39.24,73.4,drill core (simulated),0.29,5.44,63.45,SIMULATED_ASSAY,SIMULATED
SIM_T20_SS01,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),10.89,5.36,47.95,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS02,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),19.1,6.27,47.72,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS03,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),7.84,3.84,56.77,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS04,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.11,1.77,54.39,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS05,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.73,4.02,52.97,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS06,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.83,4.17,53.15,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS07,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),27.98,6.95,41.85,SIMULATED_SCREENING,SIMULATED
SIM_T20_SS08,T20,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),17.63,5.95,42.63,SIMULATED_SCREENING,SIMULATED
SIM_T20_POS_BH01_001,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH01,0.0,2.16,drill core (simulated),0.56,7.46,57.38,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH01_002,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH01,2.16,16.19,drill core (simulated),0.47,5.54,64.27,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH01_003,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH01,16.19,17.75,drill core (simulated),25.5,5.28,22.99,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH01_004,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH01,17.75,63.7,drill core (simulated),0.58,5.22,62.81,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH02_005,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH02,0.0,2.78,drill core (simulated),0.6,5.5,55.84,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH02_006,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH02,2.78,18.23,drill core (simulated),0.76,5.07,62.46,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH02_007,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH02,18.23,19.95,drill core (simulated),32.26,5.83,19.62,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH02_008,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH02,19.95,29.05,drill core (simulated),0.43,3.29,65.78,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH02_009,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH02,29.05,30.64,drill core (simulated),29.93,8.99,21.13,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH02_010,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH02,30.64,76.2,drill core (simulated),0.32,7.49,54.7,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH03_011,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH03,0.0,2.75,drill core (simulated),0.31,3.45,53.81,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH03_012,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH03,2.75,31.31,drill core (simulated),0.16,3.23,52.62,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH03_013,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH03,31.31,33.2,drill core (simulated),32.36,1.28,18.15,SIMULATED_ASSAY,SIMULATED
SIM_T20_POS_BH03_014,T20,POSITIVE_DRILLING_INTERSECTION,SIM_T20_POS_BH03,33.2,95.5,drill core (simulated),0.23,7.28,54.37,SIMULATED_ASSAY,SIMULATED
SIM_T20_NEG_BH01_001,T20,NEGATIVE_DRILLING_RESULT,SIM_T20_NEG_BH01,0.0,2.92,drill core (simulated),0.26,4.33,60.56,SIMULATED_ASSAY,SIMULATED
SIM_T20_NEG_BH01_002,T20,NEGATIVE_DRILLING_RESULT,SIM_T20_NEG_BH01,2.92,75.2,drill core (simulated),0.43,5.11,52.79,SIMULATED_ASSAY,SIMULATED
SIM_T20_NEG_BH02_003,T20,NEGATIVE_DRILLING_RESULT,SIM_T20_NEG_BH02,0.0,2.08,drill core (simulated),0.65,7.78,62.77,SIMULATED_ASSAY,SIMULATED
SIM_T20_NEG_BH02_004,T20,NEGATIVE_DRILLING_RESULT,SIM_T20_NEG_BH02,2.08,71.5,drill core (simulated),0.25,5.84,55.32,SIMULATED_ASSAY,SIMULATED
SIM_T20_NEG_BH03_005,T20,NEGATIVE_DRILLING_RESULT,SIM_T20_NEG_BH03,0.0,2.96,drill core (simulated),0.9,4.07,54.26,SIMULATED_ASSAY,SIMULATED
SIM_T20_NEG_BH03_006,T20,NEGATIVE_DRILLING_RESULT,SIM_T20_NEG_BH03,2.96,63.7,drill core (simulated),0.28,2.75,50.3,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH01_001,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH01,0.0,2.52,drill core (simulated),0.59,5.4,47.12,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH01_002,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH01,2.52,14.84,drill core (simulated),0.58,4.48,60.53,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH01_003,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH01,14.84,15.41,drill core (simulated),16.23,6.64,32.23,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH01_004,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH01,15.41,79.0,drill core (simulated),0.31,4.12,52.7,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH02_005,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH02,0.0,2.83,drill core (simulated),0.33,4.51,59.95,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH02_006,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH02,2.83,31.36,drill core (simulated),0.37,1.64,71.45,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH02_007,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH02,31.36,31.9,drill core (simulated),15.06,4.83,32.95,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH02_008,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH02,31.9,66.6,drill core (simulated),0.64,4.59,57.71,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH03_009,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH03,0.0,2.89,drill core (simulated),0.46,7.68,49.42,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH03_010,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH03,2.89,28.62,drill core (simulated),0.3,3.52,63.13,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH03_011,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH03,28.62,29.16,drill core (simulated),14.35,10.29,33.59,SIMULATED_ASSAY,SIMULATED
SIM_T20_AMB_BH03_012,T20,AMBIGUOUS_DRILLING_RESULT,SIM_T20_AMB_BH03,29.16,75.3,drill core (simulated),0.49,5.55,65.23,SIMULATED_ASSAY,SIMULATED
SIM_T21_SS01,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),16.09,1.82,47.38,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS02,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),18.86,4.72,49.66,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS03,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.14,3.43,51.92,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS04,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.17,4.58,54.29,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS05,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.14,5.38,52.47,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS06,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),8.7,3.42,53.96,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS07,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),30.01,5.7,32.09,SIMULATED_SCREENING,SIMULATED
SIM_T21_SS08,T21,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),5.05,5.88,56.08,SIMULATED_SCREENING,SIMULATED
SIM_T21_POS_BH01_001,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH01,0.0,2.81,drill core (simulated),1.06,4.9,54.59,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH01_002,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH01,2.81,33.37,drill core (simulated),0.41,4.94,57.9,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH01_003,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH01,33.37,35.04,drill core (simulated),30.55,8.82,18.7,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH01_004,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH01,35.04,51.36,drill core (simulated),0.38,4.29,49.73,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH01_005,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH01,51.36,52.97,drill core (simulated),29.9,5.12,22.09,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH01_006,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH01,52.97,66.2,drill core (simulated),0.57,4.63,55.28,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH02_007,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH02,0.0,2.74,drill core (simulated),0.43,3.29,48.78,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH02_008,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH02,2.74,21.52,drill core (simulated),0.4,5.95,63.41,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH02_009,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH02,21.52,23.38,drill core (simulated),28.33,5.52,22.35,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH02_010,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH02,23.38,26.36,drill core (simulated),0.38,4.65,47.43,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH02_011,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH02,26.36,27.94,drill core (simulated),36.39,5.03,14.55,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH02_012,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH02,27.94,61.4,drill core (simulated),0.3,5.89,48.42,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH03_013,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH03,0.0,2.33,drill core (simulated),0.33,5.78,61.47,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH03_014,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH03,2.33,27.48,drill core (simulated),0.23,4.06,59.63,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH03_015,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH03,27.48,29.28,drill core (simulated),31.01,5.48,20.51,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH03_016,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH03,29.28,42.86,drill core (simulated),0.47,6.77,56.97,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH03_017,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH03,42.86,44.47,drill core (simulated),33.27,4.35,17.16,SIMULATED_ASSAY,SIMULATED
SIM_T21_POS_BH03_018,T21,POSITIVE_DRILLING_INTERSECTION,SIM_T21_POS_BH03,44.47,65.4,drill core (simulated),0.26,5.92,57.46,SIMULATED_ASSAY,SIMULATED
SIM_T21_NEG_BH01_001,T21,NEGATIVE_DRILLING_RESULT,SIM_T21_NEG_BH01,0.0,2.88,drill core (simulated),0.58,4.86,54.92,SIMULATED_ASSAY,SIMULATED
SIM_T21_NEG_BH01_002,T21,NEGATIVE_DRILLING_RESULT,SIM_T21_NEG_BH01,2.88,92.0,drill core (simulated),0.28,3.37,60.14,SIMULATED_ASSAY,SIMULATED
SIM_T21_NEG_BH02_003,T21,NEGATIVE_DRILLING_RESULT,SIM_T21_NEG_BH02,0.0,2.19,drill core (simulated),0.61,2.88,50.11,SIMULATED_ASSAY,SIMULATED
SIM_T21_NEG_BH02_004,T21,NEGATIVE_DRILLING_RESULT,SIM_T21_NEG_BH02,2.19,94.8,drill core (simulated),0.73,7.24,59.94,SIMULATED_ASSAY,SIMULATED
SIM_T21_NEG_BH03_005,T21,NEGATIVE_DRILLING_RESULT,SIM_T21_NEG_BH03,0.0,2.56,drill core (simulated),0.43,3.57,62.2,SIMULATED_ASSAY,SIMULATED
SIM_T21_NEG_BH03_006,T21,NEGATIVE_DRILLING_RESULT,SIM_T21_NEG_BH03,2.56,71.1,drill core (simulated),0.47,3.86,56.41,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH01_001,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH01,0.0,2.5,drill core (simulated),0.39,3.64,61.65,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH01_002,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH01,2.5,53.93,drill core (simulated),0.29,4.27,59.53,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH01_003,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH01,53.93,54.49,drill core (simulated),13.8,5.39,34.0,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH01_004,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH01,54.49,63.8,drill core (simulated),0.23,4.73,60.04,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH02_005,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH02,0.0,2.99,drill core (simulated),0.18,5.63,49.37,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH02_006,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH02,2.99,38.48,drill core (simulated),0.49,6.24,55.03,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH02_007,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH02,38.48,38.83,drill core (simulated),9.18,5.15,37.64,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH02_008,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH02,38.83,68.2,drill core (simulated),0.29,4.49,64.46,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH03_009,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH03,0.0,2.62,drill core (simulated),0.48,6.17,59.81,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH03_010,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH03,2.62,15.65,drill core (simulated),0.2,5.53,68.05,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH03_011,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH03,15.65,16.11,drill core (simulated),14.49,5.23,33.08,SIMULATED_ASSAY,SIMULATED
SIM_T21_AMB_BH03_012,T21,AMBIGUOUS_DRILLING_RESULT,SIM_T21_AMB_BH03,16.11,75.3,drill core (simulated),0.23,6.64,53.34,SIMULATED_ASSAY,SIMULATED
SIM_T22_SS01,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),14.38,4.8,53.23,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS02,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),7.75,6.39,57.86,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS03,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),23.25,4.94,47.78,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS04,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),8.96,5.86,50.64,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS05,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),8.42,3.65,54.13,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS06,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.24,5.45,44.9,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS07,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),7.12,6.65,58.63,SIMULATED_SCREENING,SIMULATED
SIM_T22_SS08,T22,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),10.39,5.0,56.81,SIMULATED_SCREENING,SIMULATED
SIM_T22_POS_BH01_001,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH01,0.0,2.05,drill core (simulated),0.24,4.67,52.14,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH01_002,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH01,2.05,25.81,drill core (simulated),0.35,6.34,45.29,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH01_003,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH01,25.81,27.31,drill core (simulated),29.66,5.28,22.11,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH01_004,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH01,27.31,58.7,drill core (simulated),0.41,6.86,56.34,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH02_005,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH02,0.0,2.26,drill core (simulated),0.27,5.46,70.18,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH02_006,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH02,2.26,16.21,drill core (simulated),0.49,5.76,57.99,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH02_007,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH02,16.21,17.75,drill core (simulated),31.73,9.47,20.41,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH02_008,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH02,17.75,62.2,drill core (simulated),0.24,7.41,52.73,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH02_009,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH02,62.2,63.74,drill core (simulated),37.06,6.05,15.23,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH02_010,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH02,63.74,77.1,drill core (simulated),0.27,4.61,55.72,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH03_011,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH03,0.0,2.71,drill core (simulated),0.34,7.22,54.94,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH03_012,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH03,2.71,26.73,drill core (simulated),0.53,5.12,59.58,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH03_013,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH03,26.73,28.36,drill core (simulated),27.33,6.02,23.15,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH03_014,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH03,28.36,30.09,drill core (simulated),24.76,5.52,24.87,SIMULATED_ASSAY,SIMULATED
SIM_T22_POS_BH03_015,T22,POSITIVE_DRILLING_INTERSECTION,SIM_T22_POS_BH03,30.09,70.3,drill core (simulated),0.5,5.7,54.51,SIMULATED_ASSAY,SIMULATED
SIM_T22_NEG_BH01_001,T22,NEGATIVE_DRILLING_RESULT,SIM_T22_NEG_BH01,0.0,2.87,drill core (simulated),0.22,5.07,57.5,SIMULATED_ASSAY,SIMULATED
SIM_T22_NEG_BH01_002,T22,NEGATIVE_DRILLING_RESULT,SIM_T22_NEG_BH01,2.87,66.4,drill core (simulated),0.8,4.03,52.75,SIMULATED_ASSAY,SIMULATED
SIM_T22_NEG_BH02_003,T22,NEGATIVE_DRILLING_RESULT,SIM_T22_NEG_BH02,0.0,2.99,drill core (simulated),0.25,3.35,46.66,SIMULATED_ASSAY,SIMULATED
SIM_T22_NEG_BH02_004,T22,NEGATIVE_DRILLING_RESULT,SIM_T22_NEG_BH02,2.99,65.1,drill core (simulated),0.71,4.86,62.36,SIMULATED_ASSAY,SIMULATED
SIM_T22_NEG_BH03_005,T22,NEGATIVE_DRILLING_RESULT,SIM_T22_NEG_BH03,0.0,2.24,drill core (simulated),0.28,4.91,57.52,SIMULATED_ASSAY,SIMULATED
SIM_T22_NEG_BH03_006,T22,NEGATIVE_DRILLING_RESULT,SIM_T22_NEG_BH03,2.24,99.6,drill core (simulated),1.73,5.92,59.37,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH01_001,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH01,0.0,2.4,drill core (simulated),0.29,4.28,59.51,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH01_002,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH01,2.4,16.06,drill core (simulated),0.24,4.65,48.09,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH01_003,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH01,16.06,16.9,drill core (simulated),9.36,5.41,37.28,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH01_004,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH01,16.9,67.3,drill core (simulated),0.21,4.18,62.44,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH02_005,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH02,0.0,2.34,drill core (simulated),0.67,4.59,58.29,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH02_006,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH02,2.34,42.75,drill core (simulated),0.48,2.62,63.21,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH02_007,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH02,42.75,43.5,drill core (simulated),15.17,5.06,33.57,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH02_008,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH02,43.5,63.9,drill core (simulated),0.35,3.9,60.02,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH03_009,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH03,0.0,2.43,drill core (simulated),0.46,7.14,57.42,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH03_010,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH03,2.43,83.13,drill core (simulated),0.98,3.12,62.71,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH03_011,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH03,83.13,83.7,drill core (simulated),18.71,3.77,29.45,SIMULATED_ASSAY,SIMULATED
SIM_T22_AMB_BH03_012,T22,AMBIGUOUS_DRILLING_RESULT,SIM_T22_AMB_BH03,83.7,97.6,drill core (simulated),0.46,5.75,63.42,SIMULATED_ASSAY,SIMULATED
